狗	30.720	30.880
就	30.880	30.960
好	30.960	31.120
才	31.680	31.840
只	31.840	31.920
剩	31.920	32.000
一	32.000	32.160
分	32.160	32.320
钟	32.320	32.400
了	32.400	32.560
这	33.120	33.280
人	33.360	33.600
还	33.920	34.240
没	34.400	34.480
来	34.560	34.640
啊	35.120	35.120
看	35.120	35.280
来	35.280	35.520
舒	35.760	36.000
心	36.000	36.080
要	36.080	36.160
输	36.240	36.320
喽	36.320	37.200
怎	43.600	47.120
么	47.120	47.200
舒	47.200	47.280
心	47.280	47.360
没	47.840	48.000
受	48.000	48.160
过	48.160	48.240
我	49.760	49.840
赢	49.840	49.920
了	49.920	50.080
我	50.320	50.560
去	50.560	51.040
真	51.040	51.200
有	51.200	51.360
你	51.360	51.440
的	51.440	51.520
舒	51.520	51.680
心	51.680	51.760
你	52.240	52.320
怎	52.320	52.400
么	52.400	52.480
调	52.480	52.560
教	52.560	52.640
的	52.640	52.720
呀	52.720	52.880
还	53.120	53.280
得	53.280	53.440
是	53.440	53.600
你	53.600	53.760
啊	53.760	53.840
舒	53.840	54.000
心	54.000	54.160
什	54.480	54.560
么	54.560	54.640
情	54.640	54.800
况	54.800	55.040
没	55.440	55.520
有	55.520	55.520
什	55.520	55.600
么	55.600	55.680
情	55.680	55.840
况	55.840	56.000
可	56.320	56.480
是	56.480	56.560
你	56.560	56.640
刚	56.640	56.720
才	56.720	56.800
给	56.800	56.880
我	56.880	56.960
打	56.960	57.040
电	57.040	57.120
话	57.120	57.360
好	57.600	57.760
像	57.760	57.840
很	57.840	57.920
着	57.920	58.080
急	58.080	58.240
的	58.240	58.240
样	58.240	58.320
子	58.400	58.480
我	58.800	58.800
叫	58.800	58.960
你	59.040	59.120
来	59.120	59.280
呢	59.280	59.360
就	59.600	59.760
是	59.760	59.840
为	59.840	59.920
了	60.000	60.000
给	60.080	60.160
大	60.160	60.320
家	60.320	60.480
消	61.520	61.760
遣	61.760	61.760
消	61.760	61.760
遣	61.760	62.000
消	62.080	62.160
遣	62.240	62.320
没	62.400	62.480
错	62.480	62.560
消	62.960	63.040
遣	63.120	63.200
舒	63.440	63.520
心	63.600	63.760
跟	63.760	63.840
我	63.840	63.920
打	63.920	64.080
赌	64.080	64.240
说	64.400	64.480
他	64.560	64.640
一	64.640	64.640
个	64.640	64.720
电	64.720	64.880
话	64.880	65.120
无	65.200	65.280
论	65.360	65.440
多	65.440	65.600
远	65.680	65.840
你	65.840	65.920
都	65.920	66.000
会	66.000	66.080
屁	66.160	66.320
颠	66.320	66.320
屁	66.480	66.560
颠	66.560	66.640
的	66.720	66.720
赶	66.720	66.880
过	66.880	67.040
来	67.040	67.120
结	67.360	67.440
果	67.440	67.520
怎	67.520	67.600
么	67.600	67.760
着	67.760	67.840
真	68.240	68.240
准	68.240	68.240
时	68.560	68.720
啊	68.880	69.200
哎	69.200	69.280
呦	69.280	69.760
我	69.760	69.840
说	69.840	70.080
这	70.320	70.400
天	70.400	70.640
海	70.640	70.800
的	70.800	70.880
晚	70.880	70.960
高	71.040	71.200
峰	71.200	71.680
你	71.840	71.920
是	71.920	72.000
怎	72.000	72.160
么	72.240	72.320
过	72.320	72.480
来	72.480	72.560
的	72.640	72.720
呀	72.720	72.800
那	73.120	73.280
用	73.360	73.520
背	73.520	73.680
的	73.680	73.760
呀	73.760	74.000
所	76.240	76.400
以	76.400	76.560
你	76.560	76.560
叫	76.560	76.720
我	76.720	76.720
来	76.800	76.960
就	77.600	77.680
是	77.680	77.760
为	77.760	77.840
了	77.840	77.920
跟	77.920	78.000
朋	78.000	78.160
友	78.160	78.160
打	78.560	78.600
赌	78.640	78.680
把	78.720	78.720
我	78.720	78.720
当	78.720	78.880
胡	78.880	78.960
耍	78.960	79.120
是	79.520	79.680
啊	79.680	79.760
怎	80.320	80.480
么	80.480	80.640
了	80.640	80.720
有	81.200	81.280
情	81.280	81.520
绪	81.520	81.920
不	82.000	82.080
爽	82.080	82.320
不	82.800	82.880
爽	82.880	83.040
你	83.040	83.200
大	83.200	83.360
可	83.360	83.440
以	83.440	83.520
直	83.520	83.680
接	83.680	83.840
离	83.840	83.920
开	83.920	84.160
林	84.160	84.240
家	84.240	84.480
消	84.800	84.960
失	84.960	85.040
在	85.040	85.200
我	85.200	85.280
眼	85.280	85.360
前	85.360	85.520
我	85.760	85.840
不	85.840	86.000
拦	86.000	86.080
你	86.080	86.160
甚	86.640	86.720
至	86.720	86.880
还	86.880	86.960
可	86.960	87.040
以	87.040	87.040
给	87.040	87.200
你	87.200	87.360
一	87.360	87.360
大	87.360	87.440
笔	87.440	87.520
钱	87.600	87.760
让	88.560	88.640
你	88.640	88.720
下	88.720	88.880
半	88.880	88.960
辈	88.960	89.120
子	89.120	89.200
不	89.280	89.360
用	89.360	89.360
上	89.360	89.520
班	89.520	89.760
都	89.920	90.000
能	90.000	90.080
解	90.080	90.240
决	90.240	90.320
温	90.400	90.480
饱	90.480	90.640
问	90.720	90.720
题	91.120	91.120
博	92.320	92.560
尔	93.360	93.360
我	93.360	93.440
打	93.440	93.600
同	93.600	93.680
情	93.920	94.000
是	94.160	94.320
主	94.400	94.400
看	95.040	95.120
在	95.200	95.280
你	95.360	95.440
我	95.440	95.680
几	96.080	96.320
十	96.320	96.560
年	96.560	96.720
师	96.720	96.880
徒	96.960	97.040
的	97.040	97.120
情	97.120	97.280
分	97.440	97.600
上	97.600	97.760
我	98.560	98.640
死	98.640	98.800
后	98.800	99.040
保	99.520	99.680
我	99.760	100.080
林	100.080	100.800
家	100.800	100.960
三	100.960	101.200
年	102.240	102.400
林	102.400	102.400
舒	102.400	102.560
心	102.560	102.800
啊	102.800	102.880
林	102.880	103.040
舒	103.040	103.120
心	103.200	103.280
要	103.760	103.840
不	103.840	103.920
是	103.920	104.000
因	104.000	104.080
为	104.080	104.160
我	104.160	104.160
答	104.240	104.400
应	104.400	104.480
了	104.560	104.640
你	104.640	104.960
爷	105.440	105.600
爷	105.600	105.600
我	105.600	105.600
又	105.600	105.600
何	105.600	105.760
必	105.760	105.840
在	105.840	105.920
你	105.920	106.080
身	106.080	106.160
边	106.160	106.320
待	106.320	106.400
三	106.400	106.640
年	106.640	106.880
算	107.840	108.000
了	108.240	108.240
还	108.480	108.480
有	108.480	108.560
三	108.560	108.720
天	108.800	108.880
三	109.200	109.360
天	109.440	109.600
一	109.600	109.680
到	109.680	109.840
你	110.160	110.240
林	110.240	110.400
家	110.400	110.560
和	110.560	110.640
我	110.640	110.960
将	111.200	111.280
再	111.360	111.440
无	111.600	111.600
挂	111.680	111.840
钩	111.840	112.160
哎	112.160	112.160
我	112.400	112.560
说	112.560	113.040
陆	113.120	113.280
赘	113.280	113.520
婿	113.520	113.840
这	114.080	114.160
舒	114.160	114.320
心	114.320	114.400
跟	114.400	114.560
你	114.560	114.640
说	114.640	114.800
话	114.800	115.040
呢	115.040	115.120
你	115.120	115.280
哑	115.280	115.440
巴	115.520	115.600
了	115.600	115.600
呀	115.600	115.840
别	116.000	116.160
打	116.160	116.320
呆	116.320	116.480
呀	116.480	116.480
陆	116.640	116.720
仁	116.720	116.880
我	116.880	116.960
劝	116.960	117.200
你	117.200	117.280
趁	117.440	117.680
早	117.680	117.840
离	117.840	117.920
开	117.920	118.000
舒	118.000	118.160
心	118.160	118.320
别	118.640	118.720
耽	118.720	118.880
误	118.960	118.960
我	118.960	119.040
们	119.040	119.040
舒	119.120	119.200
心	119.200	119.360
的	119.360	119.360
未	119.360	119.520
来	119.520	119.600
时	121.520	123.680
间	123.680	123.760
也	123.760	123.760
不	123.760	123.840
早	123.840	124.000
了	124.000	124.080
明	124.720	124.800
天	124.800	124.960
林	124.960	125.040
海	125.040	125.200
有	125.200	125.280
一	125.280	125.280
个	125.280	125.360
重	125.360	125.440
要	125.440	125.520
的	125.520	125.600
合	125.600	125.680
同	125.680	125.760
要	125.840	125.920
谈	125.920	125.920
我	126.080	126.320
送	126.720	126.720
你	126.720	126.800
回	126.800	126.800
家	126.960	126.960
吧	126.960	126.960
我	126.960	127.440
他	127.560	127.680
妈	127.800	127.920
你	127.920	128.080
憋	128.080	128.240
半	128.240	128.400
天	128.400	128.480
能	128.480	128.640
憋	128.640	128.800
出	128.800	128.880
个	128.880	128.960
什	128.960	128.960
么	128.960	129.120
屁	129.120	129.280
来	129.280	129.440
呢	129.440	129.520
撑	129.840	129.920
半	129.920	130.080
天	130.160	130.240
就	130.480	130.640
这	130.640	130.720
样	130.720	130.880
了	130.880	131.440
这	131.440	131.520
不	131.520	131.600
挺	131.680	131.760
好	131.840	132.080
的	132.080	132.160
吗	132.160	132.480
当	132.640	132.880
赘	132.880	133.040
婿	133.120	133.200
就	133.280	133.360
得	133.360	133.520
是	133.520	133.600
他	133.600	133.760
这	133.760	133.920
样	133.920	134.000
的	134.080	134.160
这	134.320	134.400
叫	134.480	134.560
忍	134.720	134.880
辱	134.880	134.960
负	135.200	135.360
重	135.360	135.600
明	135.600	135.760
白	135.760	135.920
吗	135.920	136.160
不	136.240	136.400
然	136.560	136.560
这	136.640	136.800
三	136.800	136.880
年	136.960	136.960
他	137.040	137.120
怎	137.120	137.200
么	137.200	137.280
熬	137.360	137.440
过	137.440	137.520
来	137.520	137.680
的	137.680	137.760
啊	137.760	138.000
也	138.160	138.560
对	138.560	138.880
不	139.360	139.440
过	139.440	139.520
要	139.520	139.600
是	139.600	139.680
换	139.680	139.760
我	139.760	140.000
呀	140.000	140.240
肯	140.400	140.560
定	140.640	140.720
不	140.720	140.880
行	140.880	140.960
哎	141.280	141.440
呀	141.440	141.760
陆	141.760	141.840
兄	141.840	142.000
小	142.400	142.640
弟	142.640	142.720
佩	142.720	142.880
服	142.880	142.960
你	142.960	143.040
啊	143.600	143.600
不	144.000	144.080
用	144.080	144.160
你	144.160	144.240
送	144.400	144.480
我	144.480	144.480
自	144.560	144.960
己	144.960	144.960
回	145.040	145.200
嗯	145.600	146.160
真	150.160	150.400
傻	150.400	150.560
舒	150.560	150.960
心	150.960	150.960
等	151.840	152.000
等	152.000	152.160
我	152.160	152.960
陆	156.080	156.160
仁	156.160	156.240
其	156.640	156.800
实	156.800	156.880
舒	156.880	157.040
心	157.040	157.200
人	157.200	157.280
挺	157.280	157.440
好	157.440	157.600
的	157.680	157.680
你	158.000	158.080
多	158.080	158.240
包	158.240	158.400
容	158.400	158.480
包	158.480	158.640
容	158.640	158.640
他	158.640	158.800
的	158.800	158.800
脾	158.880	159.040
气	159.040	159.280
他	159.600	159.680
不	159.680	159.760
是	159.760	159.840
要	159.840	159.920
羞	159.920	160.080
辱	160.080	160.160
你	160.160	160.320
的	160.320	160.320
意	160.320	160.480
思	160.480	160.640
你	161.040	161.120
往	161.200	161.200
心	161.280	161.440
里	161.440	161.440
去	161.440	161.600
没	165.440	165.520
有	165.520	165.600
羞	165.600	165.840
辱	165.840	166.080
我	166.080	166.080
的	166.080	166.160
意	166.160	166.320
思	166.960	167.120
啊	167.200	167.360
反	168.240	168.400
正	168.400	168.560
也	168.560	168.640
没	168.640	168.720
几	168.720	168.880
天	168.880	169.040
了	169.120	169.120
就	169.760	169.840
这	169.840	169.920
样	169.920	170.000
吧	170.080	170.080
哎	172.560	172.720
陆	173.040	173.120
仁	173.120	173.200
吧	173.200	173.360
怎	173.600	173.680
么	173.680	173.680
还	173.680	173.840
不	173.920	174.080
回	174.080	174.080
来	174.080	174.160
做	174.160	174.240
饭	174.480	174.480
嗯	174.480	174.640
我	174.880	174.880
回	174.880	175.040
来	175.040	175.040
了	175.120	175.200
你	175.840	175.920
还	175.920	176.000
知	176.000	176.080
道	176.080	176.240
回	176.240	176.400
来	176.400	176.480
呀	176.480	176.560
看	176.880	176.960
看	176.960	177.120
几	177.120	177.200
点	177.200	177.360
了	177.360	177.520
你	177.680	177.760
要	177.760	177.840
饿	177.840	177.920
死	178.000	178.080
我	178.080	178.160
们	178.160	178.320
吗	178.320	178.400
妈	178.720	178.880
我	179.520	179.600
也	179.600	179.680
有	179.680	179.760
工	179.760	179.840
作	179.840	180.000
